Time [s],Reb PC,Env PC
2.713836000,0,1
2.713942000,1,1
2.714098000,1,0
2.714148000,0,0
2.714202000,0,1
2.714410000,0,0
2.714514000,0,1
2.714566000,1,1
2.714618000,1,0
2.714826000,1,1
2.714930000,1,0
2.715138000,1,1
2.715450000,1,0
2.715554000,1,1
2.715658000,1,0
2.715866000,1,1
2.715970000,1,0
2.716178000,1,1
2.716492000,1,0
2.716596000,1,1
2.716700000,1,0
2.716804000,1,1
2.716908000,1,0
2.717012000,1,1
2.717116000,1,0
2.717324000,1,1
2.717534000,1,0
2.717638000,1,1
2.717742000,1,0
2.718054000,1,1
2.718158000,1,0
2.718262000,1,1
2.718574000,1,0
2.718678000,1,1
2.718782000,1,0
2.718888000,1,1
2.718992000,1,0
2.719408000,1,1
2.719616000,1,0
2.719720000,1,1
2.719824000,1,0
2.720450000,1,1
2.720554000,1,0
2.720762000,1,1
2.864146000,1,0
2.864252000,1,1
2.864356000,1,0
2.864460000,1,1
2.864668000,1,0
2.865086000,1,1
2.865190000,1,0
2.865294000,1,1
2.865398000,1,0
2.865502000,1,1
2.865710000,1,0
2.865918000,1,1
2.866024000,1,0
2.866128000,1,1
2.866346000,0,1
2.866452000,1,1
2.866556000,0,1
2.866660000,1,1
2.866764000,0,1
2.866868000,1,1
2.867076000,0,1
2.867286000,1,1
2.867492000,0,1
2.867702000,1,1
2.868014000,0,1
2.868118000,1,1
2.868222000,0,1
2.868432000,1,1
2.868638000,0,1
2.868744000,1,1
2.868848000,0,1
2.868952000,1,1
2.869056000,0,1
2.869162000,1,1
2.869368000,0,1
2.869578000,1,1
2.869784000,0,1
2.869994000,1,1
2.870098000,0,1
2.870202000,1,1
2.870306000,0,1
2.870516000,1,1
2.870618000,0,1
2.870724000,1,1
2.870930000,0,1
2.871140000,1,1
2.871244000,0,1
2.871452000,1,1
2.871660000,0,1
2.871870000,1,1
2.872076000,0,1
2.872598000,1,1
2.872806000,0,1
2.873016000,1,1
2.873222000,0,1
2.873328000,1,1
2.873430000,0,1
2.873744000,1,1
2.873952000,0,1
2.874162000,1,1
2.874368000,0,1
2.874474000,1,1
2.874576000,0,1
2.874786000,1,1
2.875098000,0,1
2.875308000,1,1
2.890276000,1,0
2.890380000,1,1
2.890484000,1,0
2.890588000,1,1
2.890796000,1,0
2.891214000,1,1
2.891318000,1,0
2.891526000,1,1
2.891838000,1,0
2.892048000,1,1
2.892152000,1,0
2.892256000,1,1
2.892360000,1,0
2.892568000,1,1
2.892672000,1,0
2.892776000,1,1
2.892880000,1,0
2.893296000,1,1
2.893400000,1,0
2.893922000,1,1
2.894130000,1,0
2.894338000,1,1
2.894442000,1,0
2.894650000,1,1
2.894754000,1,0
2.894860000,1,1
2.894964000,1,0
2.895380000,1,1
2.895484000,1,0
2.896006000,1,1
2.896214000,1,0
2.896422000,1,1
2.896662000,0,1
2.897600000,1,1
2.906316000,1,0
2.906420000,1,1
2.906524000,1,0
2.906628000,1,1
2.906836000,1,0
2.907254000,1,1
2.907358000,1,0
2.907566000,1,1
2.907878000,1,0
2.908086000,1,1
2.908190000,1,0
2.908294000,1,1
2.908398000,1,0
2.908606000,1,1
2.908710000,1,0
2.908816000,1,1
2.908920000,1,0
2.909336000,1,1
2.909440000,1,0
2.910380000,1,1
2.910484000,1,0
2.910692000,1,1
2.910796000,1,0
2.910902000,1,1
2.911006000,1,0
2.911420000,1,1
2.911524000,1,0
2.912462000,1,1
2.912704000,0,1
2.913226000,1,1
2.913330000,0,1
2.913644000,1,1
2.922250000,1,0
2.922356000,1,1
2.922460000,1,0
2.922564000,1,1
2.922772000,1,0
2.923188000,1,1
2.923292000,1,0
2.923502000,1,1
2.923814000,1,0
2.924022000,1,1
2.924126000,1,0
2.924230000,1,1
2.924334000,1,0
2.924544000,1,1
2.924648000,1,0
2.924752000,1,1
2.924856000,1,0
2.925274000,1,1
2.925378000,1,0
2.925482000,1,1
2.925586000,1,0
2.926316000,1,1
2.926422000,1,0
2.926630000,1,1
2.926734000,1,0
2.926838000,1,1
2.926942000,1,0
2.927358000,1,1
2.927462000,1,0
2.927566000,1,1
2.927672000,1,0
2.928400000,1,1
2.928644000,0,1
2.928852000,1,1
2.928956000,0,1
2.929374000,1,1
2.929476000,0,1
2.929582000,1,1
2.938186000,1,0
2.938290000,1,1
2.938394000,1,0
2.938498000,1,1
2.938706000,1,0
2.939124000,1,1
2.939228000,1,0
2.939436000,1,1
2.939748000,1,0
2.939958000,1,1
2.940062000,1,0
2.940166000,1,1
2.940270000,1,0
2.940478000,1,1
2.940582000,1,0
2.940686000,1,1
2.940790000,1,0
2.941208000,1,1
2.941312000,1,0
2.941520000,1,1
2.941624000,1,0
2.942248000,1,1
2.942354000,1,0
2.942562000,1,1
2.942666000,1,0
2.942770000,1,1
2.942874000,1,0
2.943290000,1,1
2.943394000,1,0
2.943602000,1,1
2.943706000,1,0
2.944332000,1,1
2.944582000,0,1
2.945208000,1,1
2.945310000,0,1
2.945520000,1,1
2.954126000,1,0
2.954232000,1,1
2.954336000,1,0
2.954440000,1,1
2.954648000,1,0
2.955064000,1,1
2.955168000,1,0
2.955376000,1,1
2.955690000,1,0
2.955898000,1,1
2.956002000,1,0
2.956106000,1,1
2.956210000,1,0
2.956418000,1,1
2.956522000,1,0
2.956626000,1,1
2.956730000,1,0
2.957148000,1,1
2.957250000,1,0
2.957356000,1,1
2.957564000,1,0
2.958188000,1,1
2.958292000,1,0
2.958500000,1,1
2.958604000,1,0
2.958710000,1,1
2.958814000,1,0
2.959230000,1,1
2.959334000,1,0
2.959438000,1,1
2.959646000,1,0
2.960270000,1,1
2.960520000,0,1
2.960626000,1,1
2.960728000,0,1
2.961146000,1,1
2.961250000,0,1
2.961458000,1,1
2.970162000,1,0
2.970266000,1,1
2.970370000,1,0
2.970476000,1,1
2.970682000,1,0
2.971098000,1,1
2.971202000,1,0
2.971410000,1,1
2.971722000,1,0
2.971930000,1,1
2.972034000,1,0
2.972138000,1,1
2.972242000,1,0
2.972452000,1,1
2.972556000,1,0
2.972660000,1,1
2.972764000,1,0
2.973180000,1,1
2.973284000,1,0
2.973598000,1,1
2.973702000,1,0
2.974222000,1,1
2.974326000,1,0
2.974536000,1,1
2.974640000,1,0
2.974744000,1,1
2.974848000,1,0
2.975264000,1,1
2.975368000,1,0
2.975680000,1,1
2.975786000,1,0
2.976306000,1,1
2.976564000,0,1
2.976668000,1,1
2.976980000,0,1
2.977502000,1,1
2.986200000,1,0
2.986304000,1,1
2.986408000,1,0
2.986512000,1,1
2.986720000,1,0
2.987136000,1,1
2.987240000,1,0
2.987450000,1,1
2.987762000,1,0
2.987970000,1,1
2.988074000,1,0
2.988178000,1,1
2.988282000,1,0
2.988490000,1,1
2.988594000,1,0
2.988698000,1,1
2.988804000,1,0
2.989220000,1,1
2.989324000,1,0
2.989428000,1,1
2.989532000,1,0
2.989638000,1,1
2.989742000,1,0
2.990262000,1,1
2.990366000,1,0
2.990576000,1,1
2.990680000,1,0
2.990784000,1,1
2.990888000,1,0
2.991304000,1,1
2.991410000,1,0
2.991514000,1,1
2.991618000,1,0
2.991722000,1,1
2.991826000,1,0
2.992348000,1,1
2.992606000,0,1
2.992710000,1,1
2.992918000,0,1
2.993232000,1,1
2.993334000,0,1
2.993544000,1,1
3.002138000,1,0
3.002242000,1,1
3.002346000,1,0
3.002452000,1,1
3.002660000,1,0
3.003076000,1,1
3.003180000,1,0
3.003388000,1,1
3.003700000,1,0
3.003908000,1,1
3.004012000,1,0
3.004116000,1,1
3.004220000,1,0
3.004428000,1,1
3.004532000,1,0
3.004636000,1,1
3.004740000,1,0
3.005158000,1,1
3.005262000,1,0
3.005470000,1,1
3.005678000,1,0
3.006198000,1,1
3.006302000,1,0
3.006510000,1,1
3.006614000,1,0
3.006718000,1,1
3.006822000,1,0
3.007238000,1,1
3.007342000,1,0
3.007548000,1,1
3.007756000,1,0
3.008278000,1,1
3.008544000,0,1
3.008962000,1,1
3.009064000,0,1
3.009274000,1,1
3.018268000,1,0
3.018372000,1,1
3.018476000,1,0
3.018580000,1,1
3.018788000,1,0
3.019204000,1,1
3.019308000,1,0
3.019516000,1,1
3.019830000,1,0
3.020038000,1,1
3.020142000,1,0
3.020246000,1,1
3.020350000,1,0
3.020558000,1,1
3.020664000,1,0
3.020768000,1,1
3.020872000,1,0
3.021288000,1,1
3.021392000,1,0
3.021496000,1,1
3.021808000,1,0
3.022330000,1,1
3.022434000,1,0
3.022642000,1,1
3.022746000,1,0
3.022852000,1,1
3.022956000,1,0
3.023372000,1,1
3.023476000,1,0
3.023580000,1,1
3.023892000,1,0
3.024414000,1,1
3.024588000,0,1
3.024692000,1,1
3.025108000,0,1
3.025422000,1,1
3.034088000,1,0
3.034192000,1,1
3.034296000,1,0
3.034400000,1,1
3.034608000,1,0
3.035024000,1,1
3.035128000,1,0
3.035336000,1,1
3.035648000,1,0
3.035856000,1,1
3.035960000,1,0
3.036064000,1,1
3.036168000,1,0
3.036378000,1,1
3.036482000,1,0
3.036586000,1,1
3.036690000,1,0
3.037106000,1,1
3.037210000,1,0
3.037628000,1,1
3.037732000,1,0
3.038148000,1,1
3.038252000,1,0
3.038462000,1,1
3.038566000,1,0
3.038670000,1,1
3.038774000,1,0
3.039190000,1,1
3.039294000,1,0
3.039710000,1,1
3.039814000,1,0
3.040230000,1,1
3.040420000,0,1
3.041360000,1,1
3.050116000,1,0
3.050220000,1,1
3.050324000,1,0
3.050428000,1,1
3.050638000,1,0
3.051054000,1,1
3.051158000,1,0
3.051366000,1,1
3.051678000,1,0
3.051886000,1,1
3.051990000,1,0
3.052094000,1,1
3.052198000,1,0
3.052406000,1,1
3.052510000,1,0
3.052616000,1,1
3.052720000,1,0
3.053136000,1,1
3.053240000,1,0
3.053344000,1,1
3.053448000,1,0
3.053658000,1,1
3.053762000,1,0
3.054178000,1,1
3.054282000,1,0
3.054492000,1,1
3.054596000,1,0
3.054700000,1,1
3.054804000,1,0
3.055222000,1,1
3.055326000,1,0
3.055430000,1,1
3.055534000,1,0
3.055742000,1,1
3.055846000,1,0
3.056264000,1,1
3.056464000,0,1
3.056674000,1,1
3.056776000,0,1
3.056882000,1,1
3.057088000,0,1
3.057194000,1,1
3.057298000,0,1
3.057402000,1,1
3.066064000,1,0
3.066168000,1,1
3.066272000,1,0
3.066376000,1,1
3.066584000,1,0
3.067000000,1,1
3.067104000,1,0
3.067312000,1,1
3.067626000,1,0
3.067834000,1,1
3.067938000,1,0
3.068042000,1,1
3.068146000,1,0
3.068354000,1,1
3.068458000,1,0
3.068564000,1,1
3.068668000,1,0
3.069084000,1,1
3.069188000,1,0
3.069396000,1,1
3.069502000,1,0
3.069606000,1,1
3.069710000,1,0
3.070126000,1,1
3.070230000,1,0
3.070438000,1,1
3.070542000,1,0
3.070646000,1,1
3.070750000,1,0
3.071166000,1,1
3.071270000,1,0
3.071478000,1,1
3.071582000,1,0
3.071686000,1,1
3.071790000,1,0
3.072206000,1,1
3.072402000,0,1
3.072924000,1,1
3.073028000,0,1
3.073342000,1,1
3.082100000,1,0
3.082204000,1,1
3.082308000,1,0
3.082414000,1,1
3.082622000,1,0
3.083038000,1,1
3.083142000,1,0
3.083350000,1,1
3.083662000,1,0
3.083870000,1,1
3.083974000,1,0
3.084078000,1,1
3.084182000,1,0
3.084390000,1,1
3.084494000,1,0
3.084598000,1,1
3.084702000,1,0
3.085118000,1,1
3.085222000,1,0
3.085328000,1,1
3.085536000,1,0
3.085640000,1,1
3.085744000,1,0
3.086160000,1,1
3.086264000,1,0
3.086472000,1,1
3.086576000,1,0
3.086682000,1,1
3.086786000,1,0
3.087202000,1,1
3.087306000,1,0
3.087410000,1,1
3.087618000,1,0
3.087722000,1,1
3.087826000,1,0
3.088244000,1,1
3.088446000,0,1
3.088550000,1,1
3.088654000,0,1
3.089384000,1,1
3.098136000,1,0
3.098240000,1,1
3.098344000,1,0
3.098448000,1,1
3.098656000,1,0
3.099072000,1,1
3.099176000,1,0
3.099386000,1,1
3.099698000,1,0
3.099906000,1,1
3.100010000,1,0
3.100114000,1,1
3.100218000,1,0
3.100426000,1,1
3.100532000,1,0
3.100636000,1,1
3.100740000,1,0
3.101156000,1,1
3.101260000,1,0
3.101572000,1,1
3.101782000,1,0
3.102198000,1,1
3.102302000,1,0
3.102510000,1,1
3.102614000,1,0
3.102718000,1,1
3.102822000,1,0
3.103238000,1,1
3.103342000,1,0
3.103654000,1,1
3.103862000,1,0
3.104278000,1,1
3.104488000,0,1
3.104594000,1,1
3.104800000,0,1
3.105114000,1,1
3.105322000,0,1
3.105428000,1,1
3.113970000,1,0
3.114074000,1,1
3.114178000,1,0
3.114284000,1,1
3.114492000,1,0
3.114908000,1,1
3.115012000,1,0
3.115220000,1,1
3.115532000,0,0
3.115534000,1,0
3.115742000,1,1
3.115846000,1,0
3.115950000,1,1
3.116054000,1,0
3.116262000,1,1
3.116366000,1,0
3.116470000,1,1
3.116574000,1,0
3.116992000,1,1
3.117096000,1,0
3.117200000,1,1
3.117304000,1,0
3.117408000,1,1
3.117616000,1,0
3.118034000,1,1
3.118138000,1,0
3.118346000,1,1
3.118450000,1,0
3.118556000,1,1
3.118660000,1,0
3.119076000,1,1
3.119180000,1,0
3.119284000,1,1
3.119388000,1,0
3.119494000,1,1
3.119702000,1,0
3.120118000,1,1
3.120322000,0,1
3.121262000,1,1
3.130020000,1,0
3.130124000,1,1
3.130228000,1,0
3.130332000,1,1
3.130540000,1,0
3.130958000,1,1
3.131062000,1,0
3.131270000,1,1
3.131582000,1,0
3.131790000,1,1
3.131894000,1,0
3.131998000,1,1
3.132102000,1,0
3.132312000,1,1
3.132416000,1,0
3.132520000,1,1
3.132624000,1,0
3.133042000,1,1
3.133146000,1,0
3.133354000,1,1
3.133666000,1,0
3.134082000,1,1
3.134186000,1,0
3.134396000,1,1
3.134500000,1,0
3.134604000,1,1
3.134708000,1,0
3.135124000,1,1
3.135228000,1,0
3.135438000,1,1
3.135750000,1,0
3.136166000,1,1
3.136366000,0,1
3.136576000,1,1
3.146166000,1,0
3.146270000,1,1
3.146374000,1,0
3.146478000,1,1
3.146684000,1,0
3.147102000,1,1
3.147204000,1,0
3.147414000,1,1
3.147726000,1,0
3.147934000,1,1
3.148038000,1,0
3.148142000,1,1
3.148246000,1,0
3.148456000,1,1
3.148560000,1,0
3.148664000,1,1
3.148768000,1,0
3.149184000,1,1
3.149288000,1,0
3.149394000,1,1
3.149810000,1,0
3.150226000,1,1
3.150330000,1,0
3.150540000,1,1
3.150644000,1,0
3.150748000,1,1
3.150852000,1,0
3.151268000,1,1
3.151372000,1,0
3.151476000,1,1
3.151894000,1,0
3.152310000,1,1
3.152512000,0,1
3.152618000,1,1
3.152826000,0,1
3.152930000,1,1
3.162100000,1,0
3.162204000,1,1
3.162308000,1,0
3.162412000,1,1
3.162622000,1,0
3.163038000,1,1
3.163142000,1,0
3.163350000,1,1
3.163662000,1,0
3.163870000,1,1
3.163974000,1,0
3.164078000,1,1
3.164182000,1,0
3.164390000,1,1
3.164494000,1,0
3.164600000,1,1
3.164704000,1,0
3.165120000,1,1
3.165224000,1,0
3.165744000,1,1
3.165848000,1,0
3.166160000,1,1
3.166264000,1,0
3.166474000,1,1
3.166578000,1,0
3.166682000,1,1
3.166786000,1,0
3.167202000,1,1
3.167306000,1,0
3.167828000,1,1
3.167934000,1,0
3.168246000,1,1
3.168450000,0,1
3.168660000,1,1
3.168764000,0,1
3.168868000,1,1
3.178034000,1,0
3.178138000,1,1
3.178242000,1,0
3.178346000,1,1
3.178554000,1,0
3.178970000,1,1
3.179074000,1,0
3.179284000,1,1
3.179596000,1,0
3.179804000,1,1
3.179908000,1,0
3.180012000,1,1
3.180116000,1,0
3.180326000,1,1
3.180430000,1,0
3.180534000,1,1
3.180638000,1,0
3.181054000,1,1
3.181158000,1,0
3.181264000,1,1
3.181368000,1,0
3.181680000,1,1
3.181784000,1,0
3.182096000,1,1
3.182200000,1,0
3.182408000,1,1
3.182512000,1,0
3.182616000,1,1
3.182720000,1,0
3.183136000,1,1
3.183240000,1,0
3.183344000,1,1
3.183448000,1,0
3.183760000,1,1
3.183864000,1,0
3.184176000,1,1
3.184390000,0,1
3.184600000,1,1
3.184702000,0,1
3.184808000,1,1
3.194074000,1,0
3.194178000,1,1
3.194282000,1,0
3.194386000,1,1
3.194594000,1,0
3.195008000,1,1
3.195112000,1,0
3.195320000,1,1
3.195632000,1,0
3.195842000,1,1
3.195946000,1,0
3.196050000,1,1
3.196154000,1,0
3.196362000,1,1
3.196466000,1,0
3.196570000,1,1
3.196674000,1,0
3.197090000,1,1
3.197196000,1,0
3.197404000,1,1
3.197508000,1,0
3.197716000,1,1
3.197820000,0,0
3.197822000,1,0
3.198134000,1,1
3.198238000,1,0
3.198446000,1,1
3.198550000,1,0
3.198654000,1,1
3.198758000,1,0
3.199174000,1,1
3.199278000,1,0
3.199486000,1,1
3.199590000,1,0
3.199800000,1,1
3.199904000,1,0
3.200216000,1,1
3.200432000,0,1
3.200642000,1,1
3.200744000,0,1
3.200850000,1,1
3.210106000,1,0
3.210212000,1,1
3.210316000,1,0
3.210420000,1,1
3.210628000,1,0
3.211044000,1,1
3.211148000,1,0
3.211358000,1,1
3.211670000,1,0
3.211878000,1,1
3.211982000,1,0
3.212086000,1,1
3.212190000,1,0
3.212398000,1,1
3.212502000,1,0
3.212606000,1,1
3.212710000,1,0
3.213128000,1,1
3.213232000,1,0
3.213336000,1,1
3.213544000,1,0
3.213752000,1,1
3.213856000,1,0
3.214170000,1,1
3.214274000,1,0
3.214482000,1,1
3.214588000,1,0
3.214692000,1,1
3.214796000,1,0
3.215212000,1,1
3.215316000,1,0
3.215422000,1,1
3.215630000,1,0
3.215838000,1,1
3.215942000,1,0
3.216254000,1,1
3.216474000,0,1
3.216580000,1,1
3.216684000,0,1
3.216892000,1,1
3.226046000,1,0
3.226150000,1,1
3.226254000,1,0
3.226358000,1,1
3.226568000,1,0
3.226984000,1,1
3.227088000,1,0
3.227298000,1,1
3.227610000,1,0
3.227818000,1,1
3.227922000,1,0
3.228028000,1,1
3.228132000,1,0
3.228340000,1,1
3.228446000,1,0
3.228550000,1,1
3.228654000,1,0
3.229072000,1,1
3.229176000,1,0
3.229490000,1,1
3.229594000,1,0
3.229698000,1,1
3.229802000,1,0
3.230114000,1,1
3.230218000,1,0
3.230426000,1,1
3.230530000,1,0
3.230634000,1,1
3.230738000,1,0
3.231156000,1,1
3.231260000,1,0
3.231572000,1,1
3.231676000,1,0
3.231780000,1,1
3.231884000,1,0
3.232196000,1,1
3.232414000,0,1
3.232520000,1,1
3.232622000,0,1
3.232832000,1,1
3.242092000,1,0
3.242196000,1,1
3.242300000,1,0
3.242404000,1,1
3.242612000,1,0
3.243028000,1,1
3.243132000,1,0
3.243342000,1,1
3.243654000,1,0
3.243862000,1,1
3.243966000,1,0
3.244070000,1,1
3.244174000,1,0
3.244384000,1,1
3.244488000,1,0
3.244592000,1,1
3.244696000,1,0
3.245112000,1,1
3.245216000,1,0
3.245322000,1,1
3.245426000,1,0
3.245530000,1,1
3.245634000,1,0
3.245738000,1,1
3.245844000,1,0
3.246156000,1,1
3.246260000,1,0
3.246470000,1,1
3.246574000,1,0
3.246678000,1,1
3.246782000,1,0
3.247198000,1,1
3.247302000,1,0
3.247406000,1,1
3.247510000,1,0
3.247614000,1,1
3.247718000,1,0
3.247824000,1,1
3.247928000,1,0
3.248240000,1,1
3.248456000,0,1
3.248562000,1,1
3.248768000,0,1
3.248874000,1,1
3.258028000,1,0
3.258132000,1,1
3.258236000,1,0
3.258340000,1,1
3.258548000,1,0
3.258964000,1,1
3.259070000,1,0
3.259278000,1,1
3.259590000,1,0
3.259798000,1,1
3.259902000,1,0
3.260006000,1,1
3.260110000,1,0
3.260318000,1,1
3.260422000,1,0
3.260526000,1,1
3.260630000,1,0
3.261048000,1,1
3.261152000,1,0
3.261360000,1,1
3.261568000,1,0
3.261672000,1,1
3.261776000,1,0
3.262090000,1,1
3.262194000,1,0
3.262402000,1,1
3.262506000,1,0
3.262610000,1,1
3.262714000,1,0
3.263132000,1,1
3.263236000,1,0
3.263444000,1,1
3.263652000,1,0
3.263756000,1,1
3.263860000,1,0
3.264174000,1,1
3.264394000,0,1
3.264500000,1,1
3.264604000,0,1
3.264708000,1,1
3.273956000,1,0
3.274060000,1,1
3.274164000,1,0
3.274270000,1,1
3.274478000,1,0
3.274894000,1,1
3.274998000,1,0
3.275206000,1,1
3.275520000,1,0
3.275728000,1,1
3.275832000,1,0
3.275936000,1,1
3.276040000,1,0
3.276248000,1,1
3.276352000,1,0
3.276456000,1,1
3.276560000,1,0
3.276976000,1,1
3.277080000,1,0
3.277184000,1,1
3.277496000,1,0
3.277600000,1,1
3.277704000,1,0
3.278016000,1,1
3.278120000,1,0
3.278330000,1,1
3.278434000,1,0
3.278538000,1,1
3.278642000,1,0
3.279060000,1,1
3.279164000,1,0
3.279268000,1,1
3.279580000,1,0
3.279684000,1,1
3.279788000,1,0
3.280100000,1,1
3.280334000,0,1
3.280440000,1,1
3.280542000,0,1
3.280648000,1,1
3.289996000,1,0
3.290100000,1,1
3.290204000,1,0
3.290310000,1,1
3.290518000,1,0
3.290934000,1,1
3.291038000,1,0
3.291248000,1,1
3.291560000,1,0
3.291768000,1,1
3.291872000,1,0
3.291976000,1,1
3.292080000,1,0
3.292288000,1,1
3.292392000,1,0
3.292498000,1,1
3.292602000,1,0
3.293018000,1,1
3.293122000,1,0
3.293540000,1,1
3.293748000,1,0
3.294060000,1,1
3.294164000,1,0
3.294372000,1,1
3.294476000,1,0
3.294580000,1,1
3.294684000,1,0
3.295102000,1,1
3.295206000,1,0
3.295622000,1,1
3.295830000,1,0
3.296142000,1,1
3.296376000,0,1
3.296482000,1,1
3.296688000,0,1
3.296794000,1,1
3.306036000,1,0
3.306140000,1,1
3.306244000,1,0
3.306348000,1,1
3.306556000,1,0
3.306972000,1,1
3.307078000,1,0
3.307286000,1,1
3.307598000,1,0
3.307806000,1,1
3.307910000,1,0
3.308014000,1,1
3.308118000,1,0
3.308328000,1,1
3.308432000,1,0
3.308536000,1,1
3.308640000,1,0
3.309056000,1,1
3.309160000,1,0
3.309264000,1,1
3.309368000,1,0
3.309578000,1,1
3.309786000,1,0
3.310098000,1,1
3.310202000,1,0
3.310410000,1,1
3.310514000,1,0
3.310618000,1,1
3.310722000,1,0
3.311140000,1,1
3.311244000,1,0
3.311348000,1,1
3.311452000,1,0
3.311660000,1,1
3.311868000,1,0
3.312180000,1,1
3.312418000,0,1
3.312524000,1,1
3.312732000,0,1
3.312836000,1,1
3.321970000,1,0
3.322074000,1,1
3.322178000,1,0
3.322282000,1,1
3.322490000,1,0
3.322908000,1,1
3.323012000,1,0
3.323220000,1,1
3.323532000,1,0
3.323740000,1,1
3.323844000,1,0
3.323948000,1,1
3.324052000,1,0
3.324260000,1,1
3.324362000,1,0
3.324466000,1,1
3.324570000,1,0
3.324986000,1,1
3.325090000,1,0
3.325298000,1,1
3.325402000,1,0
3.325506000,1,1
3.325714000,1,0
3.326026000,1,1
3.326130000,1,0
3.326338000,1,1
3.326442000,1,0
3.326546000,1,1
3.326650000,1,0
3.327068000,1,1
3.327172000,1,0
3.327380000,1,1
3.327484000,1,0
3.327590000,1,1
3.327798000,1,0
3.328110000,1,1
3.328358000,0,1
3.328672000,1,1
3.337900000,1,0
3.338004000,1,1
3.338108000,1,0
3.338212000,1,1
3.338420000,1,0
3.338838000,1,1
3.338942000,1,0
3.339150000,1,1
3.339462000,1,0
3.339670000,1,1
3.339774000,1,0
3.339878000,1,1
3.339982000,1,0
3.340190000,1,1
3.340294000,1,0
3.340398000,1,1
3.340502000,1,0
3.340918000,1,1
3.341022000,1,0
3.341128000,1,1
3.341336000,1,0
3.341440000,1,1
3.341648000,1,0
3.341960000,1,1
3.342064000,1,0
3.342272000,1,1
3.342376000,1,0
3.342480000,1,1
3.342584000,1,0
3.343002000,1,1
3.343106000,1,0
3.343210000,1,1
3.343418000,1,0
3.343522000,1,1
3.343730000,1,0
3.344042000,1,1
3.344296000,0,1
3.344402000,1,1
3.344504000,0,1
3.344610000,1,1
3.353932000,1,0
3.354036000,1,1
3.354140000,1,0
3.354244000,1,1
3.354452000,1,0
3.354868000,1,1
3.354972000,1,0
3.355180000,1,1
3.355492000,1,0
3.355700000,1,1
3.355804000,1,0
3.355908000,1,1
3.356012000,1,0
3.356220000,1,1
3.356324000,1,0
3.356430000,1,1
3.356534000,1,0
3.356950000,1,1
3.357054000,1,0
3.357368000,1,1
3.357680000,1,0
3.357992000,1,1
3.358096000,1,0
3.358304000,1,1
3.358408000,1,0
3.358512000,1,1
3.358616000,1,0
3.359034000,1,1
3.359138000,1,0
3.359452000,1,1
3.359764000,1,0
3.360076000,1,1
3.360338000,0,1
3.360444000,1,1
3.369864000,1,0
3.369968000,1,1
3.370072000,1,0
3.370176000,1,1
3.370384000,1,0
3.370800000,1,1
3.370906000,1,0
3.371114000,1,1
3.371426000,1,0
3.371634000,1,1
3.371738000,1,0
3.371842000,1,1
3.371946000,1,0
3.372154000,1,1
3.372258000,1,0
3.372362000,1,1
3.372466000,1,0
3.372882000,1,1
3.372986000,1,0
3.373090000,1,1
3.373194000,1,0
3.373298000,1,1
3.373610000,1,0
3.373924000,1,1
3.374028000,1,0
3.374236000,1,1
3.374340000,1,0
3.374444000,1,1
3.374548000,1,0
3.374964000,1,1
3.375068000,1,0
3.375172000,1,1
3.375276000,1,0
3.375380000,1,1
3.375692000,1,0
3.376004000,1,1
3.376278000,0,1
3.376384000,1,1
3.385894000,1,0
3.385998000,1,1
3.386102000,1,0
3.386206000,1,1
3.386414000,1,0
3.386832000,1,1
3.386936000,1,0
3.387144000,1,1
3.387456000,1,0
3.387664000,1,1
3.387768000,1,0
3.387872000,1,1
3.387976000,1,0
3.388080000,1,1
3.388184000,1,0
3.388498000,1,1
3.388602000,1,0
3.388914000,1,1
3.389018000,1,0
3.389122000,1,1
3.389228000,1,0
3.389332000,1,1
3.390060000,1,0
3.390164000,1,1
3.390268000,1,0
3.390582000,1,1
3.390686000,1,0
3.390998000,1,1
3.391102000,1,0
3.391206000,1,1
3.391310000,1,0
3.391414000,1,1
3.392216000,0,1
3.392322000,1,1
3.392632000,0,1
3.392946000,1,1
3.393050000,0,1
3.393156000,1,1
3.401830000,1,0
3.401936000,1,1
3.402040000,1,0
3.402144000,1,1
3.402352000,1,0
3.402768000,1,1
3.402872000,1,0
3.403080000,1,1
3.403392000,1,0
3.403602000,1,1
3.403706000,1,0
3.403810000,1,1
3.403914000,1,0
3.404122000,1,1
3.404226000,1,0
3.404330000,1,1
3.404434000,1,0
3.404852000,1,1
3.404956000,1,0
3.405164000,1,1
3.405580000,1,0
3.405892000,1,1
3.405998000,1,0
3.406206000,1,1
3.406310000,1,0
3.406414000,1,1
3.406518000,1,0
3.406934000,1,1
3.407040000,1,0
3.407144000,1,1
3.407248000,1,0
3.407352000,1,1
3.407560000,1,0
3.407664000,1,1
3.407768000,1,0
3.407976000,1,1
3.408154000,0,1
3.408468000,1,1
3.409300000,0,1
3.409406000,1,1
3.409614000,0,1
3.409718000,1,1
3.410446000,0,1
3.410552000,1,1
3.410760000,0,1
3.410864000,1,1
3.411592000,0,1
3.411698000,1,1
3.411906000,0,1
3.412010000,1,1
3.412738000,0,1
3.413052000,1,1
3.413884000,0,1
3.413990000,1,1
3.414092000,0,1
3.414198000,1,1
3.415030000,0,1
3.415136000,1,1
3.416176000,0,1
3.417114000,1,1
3.417322000,0,1
3.417740000,1,1
3.418468000,0,1
3.418886000,1,1
3.419614000,0,1
3.419720000,1,1
3.419822000,0,1
3.420032000,1,1
3.420760000,0,1
3.420970000,1,1
