Time [s],RX_CHIP_AP_FALA,TX_CHIP_PC_FALA,TX_SIMU,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
4.038326000,1,1,1,1,1,1,1,1
4.054978000,0,1,1,1,1,1,1,1
4.055084000,1,1,1,1,1,1,1,1
4.055186000,0,1,1,1,1,1,1,1
4.055918000,1,1,1,1,1,1,1,1
4.056124000,0,1,1,1,1,1,1,1
4.056230000,1,1,1,1,1,1,1,1
4.056436000,0,1,1,1,1,1,1,1
4.056542000,1,1,1,1,1,1,1,1
4.056644000,0,1,1,1,1,1,1,1
4.056752000,1,1,1,1,1,1,1,1
4.116986000,1,0,0,1,1,1,1,1
4.117092000,1,1,1,1,1,1,1,1
4.117196000,1,0,0,1,1,1,1,1
4.117300000,1,1,1,1,1,1,1,1
4.117506000,1,0,0,0,1,1,1,1
4.117508000,1,0,0,1,1,1,1,1
4.117924000,1,1,1,1,1,1,1,1
4.118028000,1,0,0,1,1,1,1,1
4.118548000,1,1,1,1,1,1,1,1
4.118756000,1,0,0,1,1,1,1,1
4.118964000,1,1,1,1,1,1,1,1
4.119068000,1,0,0,1,1,1,1,1
4.119380000,1,1,1,1,1,1,1,1
4.119588000,1,0,0,1,1,1,1,1
4.120006000,1,1,1,1,1,1,1,1
4.120110000,1,0,0,1,1,1,1,1
4.120214000,1,1,1,1,1,1,1,1
4.120422000,1,0,0,1,1,1,1,1
4.120736000,1,1,1,1,1,1,1,1
4.120840000,1,0,0,1,1,1,1,1
4.121048000,1,1,1,1,1,1,1,1
4.121152000,1,0,0,1,1,1,1,1
4.121360000,1,1,1,1,1,1,1,1
4.121464000,1,0,0,1,1,1,1,1
4.121568000,1,1,1,1,1,1,1,1
4.121672000,1,0,0,1,1,1,1,1
4.122088000,1,1,1,1,1,1,1,1
4.122192000,1,0,0,1,1,1,1,1
4.122402000,1,1,1,1,1,1,1,1
4.122610000,1,0,0,1,1,1,1,1
4.123132000,1,1,1,1,1,1,1,1
4.123234000,1,0,0,1,1,1,1,1
4.123652000,1,1,1,1,1,1,1,1
4.123860000,1,0,0,1,1,1,1,1
4.124172000,1,1,1,1,1,1,1,1
4.124358000,0,1,1,1,1,1,1,1
4.124464000,1,1,1,1,1,1,1,1
4.124566000,0,1,1,1,1,1,1,1
4.124672000,1,1,1,1,1,1,1,1
4.124878000,0,1,1,1,1,1,1,1
4.125298000,1,1,1,1,1,1,1,1
5.638642000,1,0,0,1,1,1,1,1
5.638746000,1,1,1,1,1,1,1,1
5.638850000,1,0,0,1,1,1,1,1
5.638956000,1,1,1,1,1,1,1,1
5.639164000,1,0,0,1,1,1,1,1
5.639582000,1,1,1,1,1,1,1,1
5.639686000,1,0,0,1,1,1,1,1
5.639894000,1,1,1,1,1,1,1,1
5.639998000,1,0,0,1,1,1,1,1
5.640416000,1,1,1,1,1,1,1,1
5.640520000,1,0,0,1,1,1,1,1
5.640624000,1,1,1,1,1,1,1,1
5.661022000,0,1,1,1,1,1,1,1
5.661128000,1,1,1,1,1,1,1,1
5.661230000,0,1,1,1,1,1,1,1
5.661336000,1,1,1,1,1,1,1,1
5.661542000,0,1,1,1,1,1,1,1
5.661962000,1,1,1,1,1,1,1,1
7.334050000,1,0,0,1,1,1,1,1
7.334154000,1,1,1,1,1,1,1,1
7.334258000,1,0,0,1,1,1,1,1
7.334362000,1,1,1,1,1,1,1,1
7.334572000,1,0,0,1,1,1,1,1
7.334988000,1,1,1,1,1,1,1,1
7.335092000,1,0,0,1,1,1,1,1
7.335300000,1,1,1,1,1,1,1,1
7.335404000,1,0,0,1,1,1,1,1
7.335822000,1,1,1,1,1,1,1,1
7.335924000,1,0,0,1,1,1,1,1
7.336030000,1,1,1,1,1,1,1,1
7.356448000,0,1,1,1,1,1,1,1
7.356554000,1,1,1,1,1,1,1,1
7.356656000,0,1,1,1,1,1,1,1
7.356762000,1,1,1,1,1,1,1,1
7.356968000,0,1,1,1,1,1,1,1
7.357388000,1,1,1,1,1,1,1,1
9.457200000,1,0,0,1,1,1,1,1
9.457304000,1,1,1,1,1,1,1,1
9.457408000,1,0,0,1,1,1,1,1
9.457512000,1,1,1,1,1,1,1,1
9.457720000,1,0,0,1,1,1,1,1
9.458136000,1,1,1,1,1,1,1,1
9.458240000,1,0,0,1,1,1,1,1
9.458552000,1,1,1,1,1,1,1,1
9.458656000,1,0,0,0,1,1,1,1
9.458658000,1,0,0,1,1,1,1,1
9.458970000,1,1,1,1,1,1,1,1
9.459074000,1,0,0,1,1,1,1,1
9.459178000,1,1,1,1,1,1,1,1
9.475964000,0,1,1,1,1,1,1,1
9.476070000,1,1,1,1,1,1,1,1
9.476172000,0,1,1,1,1,1,1,1
9.476904000,1,1,1,1,1,1,1,1
9.477110000,0,1,1,1,1,1,1,1
9.477216000,1,1,1,1,1,1,1,1
9.477318000,0,1,1,1,1,1,1,1
9.477632000,1,1,1,1,1,1,1,1
9.589916000,1,0,0,1,1,1,1,1
9.590020000,1,1,1,1,1,1,1,1
9.590124000,1,0,0,1,1,1,1,1
9.590230000,1,1,1,1,1,1,1,1
9.590438000,1,0,0,1,1,1,1,1
9.590856000,1,1,1,1,1,1,1,1
9.590958000,0,0,0,1,1,1,1,1
9.590960000,1,0,0,1,1,1,1,1
9.591064000,1,1,1,1,1,1,1,1
9.591376000,1,0,0,1,1,1,1,1
9.591480000,1,1,1,1,1,1,1,1
9.591584000,1,0,0,1,1,1,1,1
9.591688000,1,1,1,1,1,1,1,1
9.591792000,1,0,0,1,1,1,1,1
9.591898000,1,1,1,1,1,1,1,1
9.608576000,0,1,1,1,1,1,1,1
9.608682000,1,1,1,1,1,1,1,1
9.608784000,0,1,1,1,1,1,1,1
9.609516000,1,1,1,1,1,1,1,1
9.609722000,0,1,1,1,1,1,1,1
9.610350000,1,1,1,1,1,1,1,1
9.668146000,1,0,0,1,1,1,1,1
9.668250000,1,1,1,1,1,1,1,1
9.668354000,1,0,0,1,1,1,1,1
9.668458000,1,1,1,1,1,1,1,1
9.668666000,1,0,0,1,1,1,1,1
9.669084000,1,1,1,1,1,1,1,1
9.669186000,1,0,0,0,1,1,1,1
9.669188000,1,0,0,1,1,1,1,1
9.669292000,1,1,1,1,1,1,1,1
9.669396000,1,0,0,1,1,1,1,1
9.669500000,1,1,1,1,1,1,1,1
9.669604000,1,0,0,1,1,1,1,1
9.669916000,1,1,1,1,1,1,1,1
9.670020000,1,0,0,1,1,1,1,1
9.670126000,1,1,1,1,1,1,1,1
9.686810000,0,1,1,1,1,1,1,1
9.686916000,1,1,1,1,1,1,1,1
9.687018000,0,1,1,1,1,1,1,1
9.687750000,1,1,1,1,1,1,1,1
9.687956000,0,1,1,1,1,1,1,1
9.688062000,1,1,1,1,1,1,1,1
9.688270000,0,1,1,1,1,1,1,1
9.688376000,1,1,1,1,1,1,1,1
9.688478000,0,1,1,1,1,1,1,1
9.688584000,1,1,1,1,1,1,1,1
9.747740000,1,0,0,1,1,1,1,1
9.747844000,1,1,1,1,1,1,1,1
9.747948000,1,0,0,1,1,1,1,1
9.748052000,1,1,1,1,1,1,1,1
9.748260000,1,0,0,1,1,1,1,1
9.748678000,1,1,1,1,1,1,1,1
9.748782000,1,0,0,1,1,1,1,1
9.749302000,1,1,1,1,1,1,1,1
9.749512000,1,0,0,1,1,1,1,1
9.749720000,1,1,1,1,1,1,1,1
9.749824000,1,0,0,1,1,1,1,1
9.750138000,1,1,1,1,1,1,1,1
9.750346000,1,0,0,1,1,1,1,1
9.750762000,1,1,1,1,1,1,1,1
9.750866000,1,0,0,1,1,1,1,1
9.750970000,1,1,1,1,1,1,1,1
9.751178000,1,0,0,1,1,1,1,1
9.751492000,1,1,1,1,1,1,1,1
9.751596000,1,0,0,1,1,1,1,1
9.751804000,1,1,1,1,1,1,1,1
9.751908000,1,0,0,1,1,1,1,1
9.752118000,1,1,1,1,1,1,1,1
9.752220000,1,0,0,1,1,1,1,1
9.752326000,1,1,1,1,1,1,1,1
9.752430000,1,0,0,1,1,1,1,1
9.752846000,1,1,1,1,1,1,1,1
9.752950000,1,0,0,1,1,1,1,1
9.753160000,1,1,1,1,1,1,1,1
9.753368000,1,0,0,1,1,1,1,1
9.753888000,1,1,1,1,1,1,1,1
9.753992000,1,0,0,1,1,1,1,1
9.754408000,1,1,1,1,1,1,1,1
9.754616000,1,0,0,1,1,1,1,1
9.754928000,1,1,1,1,1,1,1,1
9.755148000,0,1,1,1,1,1,1,1
9.755256000,1,1,1,1,1,1,1,1
9.755358000,0,1,1,1,1,1,1,1
9.755464000,1,1,1,1,1,1,1,1
9.755670000,0,1,1,1,1,1,1,1
9.756088000,1,1,1,1,1,1,1,1
11.293048000,1,0,0,1,1,1,1,1
11.293152000,1,1,1,1,1,1,1,1
11.293256000,1,0,0,1,1,1,1,1
11.293360000,1,1,1,1,1,1,1,1
11.293568000,1,0,0,1,1,1,1,1
11.293986000,1,1,1,1,1,1,1,1
11.294088000,1,0,0,1,1,1,1,1
11.294298000,1,1,1,1,1,1,1,1
11.294402000,1,0,0,1,1,1,1,1
11.294818000,1,1,1,1,1,1,1,1
11.294922000,1,0,0,1,1,1,1,1
11.295026000,1,1,1,1,1,1,1,1
11.315460000,0,1,1,1,1,1,1,1
11.315566000,1,1,1,1,1,1,1,1
11.315668000,0,1,1,1,1,1,1,1
11.315776000,1,1,1,1,1,1,1,1
11.315982000,0,1,1,1,1,1,1,1
11.316400000,1,1,1,1,1,1,1,1
13.160436000,1,0,0,1,1,1,1,1
13.160540000,1,1,1,1,1,1,1,1
13.160644000,1,0,0,1,1,1,1,1
13.160750000,1,1,1,1,1,1,1,1
13.160958000,1,0,0,1,1,1,1,1
13.161376000,1,1,1,1,1,1,1,1
13.161480000,1,0,0,1,1,1,1,1
13.162002000,1,1,1,1,1,1,1,1
13.162106000,1,0,0,1,1,1,1,1
13.162210000,1,1,1,1,1,1,1,1
13.162314000,1,0,0,1,1,1,1,1
13.162418000,1,1,1,1,1,1,1,1
13.162522000,1,0,0,1,1,1,1,1
13.162626000,1,1,1,1,1,1,1,1
13.162730000,1,0,0,1,1,1,1,1
13.162938000,1,1,1,1,1,1,1,1
13.163042000,1,0,0,1,1,1,1,1
13.163252000,1,1,1,1,1,1,1,1
13.163356000,1,0,0,1,1,1,1,1
13.163460000,1,1,1,1,1,1,1,1
13.163564000,1,0,0,1,1,1,1,1
13.163878000,1,1,1,1,1,1,1,1
13.163982000,1,0,0,1,1,1,1,1
13.164294000,1,1,1,1,1,1,1,1
13.164398000,1,0,0,1,1,1,1,1
13.164504000,1,1,1,1,1,1,1,1
13.164608000,1,0,0,1,1,1,1,1
13.164816000,1,1,1,1,1,1,1,1
13.164920000,1,0,0,1,1,1,1,1
13.165024000,1,1,1,1,1,1,1,1
13.165336000,1,0,0,1,1,1,1,1
13.165544000,1,1,1,1,1,1,1,1
13.165648000,1,0,0,1,1,1,1,1
13.166274000,1,1,1,1,1,1,1,1
13.166378000,1,0,0,1,1,1,1,1
13.166586000,1,1,1,1,1,1,1,1
13.166690000,1,0,0,1,1,1,1,1
13.167316000,1,1,1,1,1,1,1,1
13.167420000,1,0,0,1,1,1,1,1
13.167628000,1,1,1,1,1,1,1,1
13.167732000,1,0,0,1,1,1,1,1
13.168358000,1,1,1,1,1,1,1,1
13.168460000,1,0,0,0,1,1,1,1
13.168462000,1,0,0,1,1,1,1,1
13.168670000,1,1,1,1,1,1,1,1
13.168774000,1,0,0,1,1,1,1,1
13.169398000,1,1,1,1,1,1,1,1
13.169502000,1,0,0,1,1,1,1,1
13.169710000,1,1,1,1,1,1,1,1
13.169814000,1,0,0,1,1,1,1,1
13.170440000,1,1,1,1,1,1,1,1
13.170544000,1,0,0,1,1,1,1,1
13.170752000,1,1,1,1,1,1,1,1
13.170856000,1,0,0,1,1,1,1,1
13.171482000,1,1,1,1,1,1,1,1
13.171586000,1,0,0,1,1,1,1,1
13.171796000,1,1,1,1,1,1,1,1
13.171900000,1,0,0,1,1,1,1,1
13.172526000,1,1,1,1,1,1,1,1
13.172630000,1,0,0,1,1,1,1,1
13.172838000,1,1,1,1,1,1,1,1
13.172942000,1,0,0,1,1,1,1,1
13.173566000,1,1,1,1,1,1,1,1
13.173670000,1,0,0,1,1,1,1,1
13.173878000,1,1,1,1,1,1,1,1
13.173982000,1,0,0,1,1,1,1,1
13.174608000,1,1,1,1,1,1,1,1
13.174710000,1,0,0,1,1,1,1,1
13.174920000,1,1,1,1,1,1,1,1
13.175024000,1,0,0,1,1,1,1,1
13.175648000,1,1,1,1,1,1,1,1
13.175752000,1,0,0,1,1,1,1,1
13.175962000,1,1,1,1,1,1,1,1
13.176066000,1,0,0,1,1,1,1,1
13.176692000,1,1,1,1,1,1,1,1
13.176796000,1,0,0,1,1,1,1,1
13.177004000,1,1,1,1,1,1,1,1
13.177108000,1,0,0,1,1,1,1,1
13.177734000,1,1,1,1,1,1,1,1
13.177838000,1,0,0,1,1,1,1,1
13.178048000,1,1,1,1,1,1,1,1
13.178152000,1,0,0,1,1,1,1,1
13.178776000,1,1,1,1,1,1,1,1
13.178880000,1,0,0,1,1,1,1,1
13.179088000,1,1,1,1,1,1,1,1
13.180480000,0,1,1,1,1,1,1,1
13.180586000,1,1,1,1,1,1,1,1
13.180688000,0,1,1,1,1,1,1,1
13.180794000,1,1,1,1,1,1,1,1
13.181002000,0,1,1,1,1,1,1,1
13.181420000,1,1,1,1,1,1,1,1
13.254104000,1,0,0,1,1,1,1,1
13.254208000,1,1,1,1,1,1,1,1
13.254312000,1,0,0,1,1,1,1,1
13.254416000,1,1,1,1,1,1,1,1
13.254624000,1,0,0,1,1,1,1,1
13.255042000,1,1,1,1,1,1,1,1
13.255146000,1,0,0,1,1,1,1,1
13.255666000,1,1,1,1,1,1,1,1
13.255770000,1,0,0,1,1,1,1,1
13.255874000,1,1,1,1,1,1,1,1
13.255978000,1,0,0,1,1,1,1,1
13.256082000,1,1,1,1,1,1,1,1
13.256186000,1,0,0,1,1,1,1,1
13.256292000,1,1,1,1,1,1,1,1
13.256396000,1,0,0,1,1,1,1,1
13.256500000,1,1,1,1,1,1,1,1
13.256604000,1,0,0,1,1,1,1,1
13.256916000,1,1,1,1,1,1,1,1
13.257020000,1,0,0,1,1,1,1,1
13.257124000,1,1,1,1,1,1,1,1
13.257228000,1,0,0,1,1,1,1,1
13.257332000,1,1,1,1,1,1,1,1
13.257540000,1,0,0,1,1,1,1,1
13.257750000,1,1,1,1,1,1,1,1
13.258060000,1,0,0,0,1,1,1,1
13.258062000,1,0,0,1,1,1,1,1
13.258166000,1,1,1,1,1,1,1,1
13.258270000,1,0,0,1,1,1,1,1
13.258478000,1,1,1,1,1,1,1,1
13.258686000,1,0,0,1,1,1,1,1
13.258792000,1,1,1,1,1,1,1,1
13.259104000,1,0,0,1,1,1,1,1
13.259208000,1,1,1,1,1,1,1,1
13.259312000,1,0,0,1,1,1,1,1
13.259416000,1,1,1,1,1,1,1,1
13.259520000,1,0,0,1,1,1,1,1
13.259938000,1,1,1,1,1,1,1,1
13.260146000,1,0,0,1,1,1,1,1
13.260252000,1,1,1,1,1,1,1,1
13.260354000,1,0,0,0,1,1,1,1
13.260356000,1,0,0,1,1,1,1,1
13.260564000,1,1,1,1,1,1,1,1
13.260668000,1,0,0,1,1,1,1,1
13.260772000,1,1,1,1,1,1,1,1
13.261190000,1,0,0,1,1,1,1,1
13.261294000,1,1,1,1,1,1,1,1
13.261398000,1,0,0,1,1,1,1,1
13.261502000,1,1,0,1,1,1,1,1
13.261504000,1,1,1,1,1,1,1,1
13.261606000,1,0,0,0,1,1,1,1
13.261608000,1,0,0,1,1,1,1,1
13.261816000,1,1,1,1,1,1,1,1
13.261920000,1,0,0,1,1,1,1,1
13.262024000,1,1,1,1,1,1,1,1
13.262232000,1,0,0,1,1,1,1,1
13.262336000,1,1,1,1,1,1,1,1
13.262440000,1,0,0,1,1,1,1,1
13.262546000,1,1,1,1,1,1,1,1
13.262648000,1,0,0,1,1,1,1,1
13.263066000,1,1,1,1,1,1,1,1
13.263274000,1,0,0,1,1,1,1,1
13.263380000,1,1,1,1,1,1,1,1
13.263484000,1,0,0,1,1,1,1,1
13.263692000,1,1,1,1,1,1,1,1
13.263796000,1,0,0,1,1,1,1,1
13.264006000,1,1,1,1,1,1,1,1
13.264318000,1,0,0,1,1,1,1,1
13.264422000,1,1,1,1,1,1,1,1
13.264526000,1,0,0,1,1,1,1,1
13.265152000,1,1,1,1,1,1,1,1
13.265256000,1,0,0,1,1,1,1,1
13.265464000,1,1,1,1,1,1,1,1
13.265566000,1,0,0,0,1,1,1,1
13.265568000,1,0,0,1,1,1,1,1
13.265672000,1,1,1,1,1,1,1,1
13.266088000,1,0,0,1,1,1,1,1
13.266192000,1,1,1,1,1,1,1,1
13.266400000,1,0,0,1,1,1,1,1
13.266504000,1,1,1,1,1,1,1,1
13.266608000,1,0,0,1,1,1,1,1
13.267234000,1,1,1,1,1,1,1,1
13.267338000,1,0,0,1,1,1,1,1
13.267546000,1,1,1,1,1,1,1,1
13.267650000,1,0,0,1,1,1,1,1
13.267756000,1,1,1,1,1,1,1,1
13.267964000,1,0,0,1,1,1,1,1
13.268276000,1,1,1,1,1,1,1,1
13.268484000,1,0,0,1,1,1,1,1
13.268590000,1,1,1,1,1,1,1,1
13.268694000,1,0,0,1,1,1,1,1
13.268798000,1,1,1,1,1,1,1,1
13.269216000,1,0,0,1,1,1,1,1
13.269320000,1,1,1,1,1,1,1,1
13.269528000,1,0,0,1,1,1,1,1
13.269632000,1,1,1,1,1,1,1,1
13.269736000,1,0,0,1,1,1,1,1
13.270256000,1,1,1,1,1,1,1,1
13.270570000,1,0,0,1,1,1,1,1
13.270674000,1,1,1,1,1,1,1,1
13.270778000,1,0,0,1,1,1,1,1
13.270882000,1,1,1,1,1,1,1,1
13.271298000,1,0,0,1,1,1,1,1
13.271402000,1,1,1,1,1,1,1,1
13.271610000,1,0,0,1,1,1,1,1
13.271716000,1,1,1,1,1,1,1,1
13.271818000,1,0,0,0,1,1,1,1
13.271820000,1,0,0,1,1,1,1,1
13.272444000,1,1,1,1,1,1,1,1
13.272548000,1,0,0,1,1,1,1,1
13.272756000,1,1,1,1,1,1,1,1
13.274132000,0,1,1,1,1,1,1,1
13.274238000,1,1,1,1,1,1,1,1
13.274340000,0,1,1,1,1,1,1,1
13.274448000,1,1,1,1,1,1,1,1
13.274654000,0,1,1,1,1,1,1,1
13.275072000,1,1,1,1,1,1,1,1
15.298792000,1,0,0,1,1,1,1,1
15.298898000,1,1,1,1,1,1,1,1
15.299002000,1,0,0,1,1,1,1,1
15.299106000,1,1,1,1,1,1,1,1
15.299314000,1,0,0,1,1,1,1,1
15.299732000,1,1,1,1,1,1,1,1
15.299836000,1,0,0,1,1,1,1,1
15.300150000,1,1,1,1,1,1,1,1
15.300254000,1,0,0,1,1,1,1,1
15.300566000,1,1,1,1,1,1,1,1
15.300670000,1,0,0,1,1,1,1,1
15.300774000,1,1,1,1,1,1,1,1
15.317498000,0,1,1,1,1,1,1,1
15.317604000,1,1,1,1,1,1,1,1
15.317706000,0,1,1,1,1,1,1,1
15.318438000,1,1,1,1,1,1,1,1
15.318644000,0,1,1,1,1,1,1,1
15.319166000,1,1,1,1,1,1,1,1
15.430498000,1,0,0,1,1,1,1,1
15.430602000,1,1,1,1,1,1,1,1
15.430706000,1,0,0,1,1,1,1,1
15.430810000,1,1,1,1,1,1,1,1
15.431018000,1,0,0,1,1,1,1,1
15.431434000,1,1,1,1,1,1,1,1
15.431538000,1,0,0,1,1,1,1,1
15.431644000,1,1,1,1,1,1,1,1
15.431956000,1,0,0,1,1,1,1,1
15.432060000,1,1,1,1,1,1,1,1
15.432164000,1,0,0,1,1,1,1,1
15.432268000,1,1,1,1,1,1,1,1
15.432372000,1,0,0,1,1,1,1,1
15.432478000,1,1,1,1,1,1,1,1
15.449172000,0,1,1,1,1,1,1,1
15.449278000,1,1,1,1,1,1,1,1
15.449380000,0,1,1,1,1,1,1,1
15.450112000,1,1,1,1,1,1,1,1
15.450318000,0,1,1,1,1,1,1,1
15.450946000,1,1,1,1,1,1,1,1
15.504974000,1,0,0,0,1,1,1,1
15.504976000,1,0,0,1,1,1,1,1
15.505080000,1,1,1,1,1,1,1,1
15.505184000,1,0,0,1,1,1,1,1
15.505288000,1,1,1,1,1,1,1,1
15.505496000,1,0,0,1,1,1,1,1
15.505912000,1,1,1,1,1,1,1,1
